Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
27,Female,11,11116,Good,Medium,Average,0,Yes,16,Associate Degree,Married,1,Entry,Medium,74,No,No,Yes,Poor,Low,Left
41,Female,4,4053,Excellent,High,High,0,Yes,69,Associate Degree,Married,1,Entry,Small,8,Yes,No,Yes,Fair,Very High,Stayed
38,Female,14,3891,Excellent,Low,Average,2,Yes,82,Bachelor’s Degree,Married,3,Mid,Medium,75,Yes,No,No,Good,Low,Stayed
29,Male,10,9645,Poor,High,Average,0,Yes,85,Associate Degree,Single,2,Entry,Medium,18,No,No,No,Poor,Very High,Left
54,Female,31,6294,Fair,High,Average,3,No,95,Bachelor’s Degree,Single,0,Entry,Medium,48,No,No,Yes,Good,Low,Left
29,Female,21,7311,Good,High,Average,0,No,51,PhD,Married,0,Entry,Small,83,No,No,No,Poor,Very High,Left
32,Male,12,8203,Good,High,Below Average,0,Yes,34,Master’s Degree,Single,1,Mid,Small,62,No,No,No,Fair,High,Left
50,Female,41,6053,Fair,Very High,Average,0,No,20,Bachelor’s Degree,Single,0,Mid,Medium,44,No,No,No,Good,Low,Left
40,Male,29,9519,Fair,Medium,Below Average,2,No,4,High School,Divorced,5,Entry,Small,81,Yes,No,No,Good,Medium,Stayed
38,Male,25,9565,Fair,High,Below Average,2,Yes,23,PhD,Married,3,Senior,Medium,59,No,No,Yes,Good,Low,Stayed
58,Female,20,6070,Excellent,High,Average,3,No,78,Bachelor’s Degree,Single,0,Mid,Small,98,No,No,Yes,Fair,Low,Left
47,Male,4,6394,Good,Very High,High,2,Yes,9,Bachelor’s Degree,Single,3,Senior,Medium,10,No,No,Yes,Good,High,Stayed
56,Female,43,10774,Poor,Very High,Average,2,No,94,Associate Degree,Married,4,Mid,Large,64,No,No,No,Good,Medium,Left
34,Female,19,6253,Excellent,Medium,High,2,No,17,High School,Single,5,Mid,Medium,69,Yes,No,No,Excellent,Low,Stayed
50,Male,14,9495,Good,Medium,Average,2,Yes,96,Associate Degree,Single,0,Entry,Medium,23,Yes,No,No,Good,Medium,Left
26,Female,12,8826,Poor,Medium,High,0,No,31,Associate Degree,Married,4,Senior,Medium,38,No,No,No,Good,High,Left
22,Male,5,3587,Good,High,Below Average,0,No,18,Bachelor’s Degree,Divorced,0,Mid,Medium,72,No,No,No,Good,Medium,Left
34,Female,14,8471,Excellent,High,Average,2,No,78,Master’s Degree,Married,3,Mid,Large,59,No,No,Yes,Poor,Low,Left
52,Male,25,7010,Good,High,Average,0,No,36,PhD,Divorced,0,Mid,Large,39,No,No,No,Excellent,Low,Stayed
43,Male,28,5924,Fair,High,High,0,No,70,Associate Degree,Divorced,1,Senior,Medium,78,No,No,No,Good,Low,Stayed
52,Male,6,7861,Excellent,Very High,Average,2,Yes,58,Associate Degree,Single,1,Mid,Medium,15,No,No,Yes,Poor,Medium,Left
32,Male,6,5285,Good,High,Average,0,No,8,Bachelor’s Degree,Single,2,Senior,Medium,55,No,No,No,Excellent,Low,Stayed
48,Male,39,8493,Fair,Medium,High,0,No,22,Master’s Degree,Married,4,Entry,Large,76,Yes,No,Yes,Fair,Low,Stayed
31,Female,3,11433,Good,Low,Average,1,Yes,23,Bachelor’s Degree,Divorced,4,Mid,Small,8,No,No,No,Fair,Medium,Left
35,Male,21,5889,Fair,Very High,Average,1,No,86,High School,Single,3,Entry,Medium,68,Yes,No,No,Good,Medium,Left
41,Female,12,9446,Poor,Low,Below Average,2,No,83,Bachelor’s Degree,Divorced,3,Mid,Medium,23,No,No,No,Excellent,High,Left
27,Male,11,4450,Fair,High,High,0,No,85,Master’s Degree,Divorced,1,Mid,Medium,28,No,No,No,Fair,Very High,Left
23,Male,7,6390,Good,Very High,High,0,No,58,Bachelor’s Degree,Married,1,Entry,Large,66,No,No,No,Poor,High,Left
25,Female,7,6173,Good,High,High,1,Yes,13,Master’s Degree,Married,0,Entry,Medium,65,No,No,No,Good,Low,Stayed
33,Male,6,8912,Fair,High,Average,2,Yes,71,Master’s Degree,Single,2,Mid,Medium,85,No,No,No,Excellent,Low,Left
44,Male,27,4997,Fair,Very High,Average,0,No,16,High School,Single,1,Mid,Medium,72,No,No,No,Good,Medium,Left
23,Male,8,10881,Excellent,Very High,Average,2,No,25,Master’s Degree,Married,6,Mid,Medium,80,No,No,No,Good,Low,Stayed
57,Female,33,6269,Fair,Medium,Average,0,Yes,5,Associate Degree,Married,0,Senior,Small,89,No,No,No,Poor,High,Stayed
19,Male,3,8380,Fair,Low,Below Average,1,No,26,Bachelor’s Degree,Married,0,Mid,Large,48,No,No,No,Good,Low,Left
33,Male,12,5320,Poor,Low,Average,0,No,38,Bachelor’s Degree,Married,0,Mid,Small,29,No,No,No,Poor,High,Left
31,Female,14,4273,Good,Medium,Average,1,Yes,39,High School,Married,3,Entry,Large,33,Yes,No,No,Fair,Medium,Stayed
36,Male,19,9713,Good,Very High,High,0,Yes,83,Bachelor’s Degree,Single,0,Entry,Small,77,No,No,Yes,Good,High,Left
52,Male,20,4307,Excellent,Medium,High,0,Yes,96,Associate Degree,Single,4,Entry,Small,59,No,Yes,No,Poor,Low,Left
42,Male,10,11033,Poor,High,Below Average,0,Yes,60,Bachelor’s Degree,Divorced,2,Mid,Small,13,No,No,Yes,Poor,Low,Left
26,Male,5,9918,Good,High,Average,0,No,68,Associate Degree,Single,1,Mid,Small,20,No,No,No,Poor,Medium,Left
48,Male,40,4339,Poor,High,Average,0,Yes,64,Bachelor’s Degree,Single,3,Mid,Large,62,No,No,No,Fair,Low,Left
26,Male,9,6342,Fair,Low,Below Average,0,No,36,PhD,Single,3,Entry,Medium,69,No,No,No,Fair,Medium,Left
23,Male,9,7327,Poor,Very High,Average,1,No,77,Master’s Degree,Married,1,Entry,Small,49,No,No,No,Fair,Medium,Left
57,Male,29,7899,Good,Very High,High,0,Yes,65,Associate Degree,Single,0,Mid,Medium,35,No,No,No,Good,Low,Left
47,Male,23,4285,Poor,Very High,Average,3,No,52,Associate Degree,Married,0,Entry,Large,44,Yes,No,Yes,Poor,High,Stayed
44,Female,27,11828,Fair,High,Average,0,Yes,30,Associate Degree,Divorced,0,Mid,Medium,32,No,No,No,Poor,Medium,Left
56,Female,47,4900,Good,High,Average,0,Yes,17,High School,Married,2,Entry,Medium,79,No,No,No,Good,High,Stayed
31,Male,5,11554,Good,Low,Average,1,No,39,Master’s Degree,Married,0,Mid,Large,31,No,No,No,Fair,Very High,Stayed
54,Female,23,13016,Fair,Low,High,0,No,95,Associate Degree,Married,3,Entry,Small,60,No,No,No,Good,Medium,Left
50,Female,23,6710,Fair,High,Average,1,No,47,Bachelor’s Degree,Married,0,Entry,Large,73,No,No,No,Good,Low,Left
26,Male,14,9701,Fair,Medium,Average,0,No,14,Bachelor’s Degree,Divorced,2,Mid,Large,85,No,No,No,Poor,Low,Left
24,Female,7,5572,Fair,High,Average,2,Yes,91,Associate Degree,Single,3,Senior,Small,19,Yes,No,No,Poor,High,Left
27,Male,15,7800,Good,High,Average,0,No,74,Master’s Degree,Single,3,Entry,Medium,25,No,No,No,Good,Low,Left
51,Male,15,4042,Good,High,High,2,No,98,Bachelor’s Degree,Single,0,Mid,Small,55,No,No,No,Fair,Low,Stayed
48,Female,2,5644,Good,High,High,0,Yes,22,Master’s Degree,Single,0,Entry,Small,67,No,No,No,Good,High,Left
38,Female,3,8973,Good,Very High,Below Average,1,No,90,Bachelor’s Degree,Married,4,Mid,Medium,45,Yes,Yes,No,Poor,Medium,Stayed
50,Female,41,7349,Fair,High,High,1,No,27,Master’s Degree,Married,4,Mid,Small,65,No,No,Yes,Good,Medium,Stayed
41,Male,14,8700,Fair,High,Below Average,0,No,35,Bachelor’s Degree,Single,3,Mid,Medium,87,No,No,No,Good,Medium,Stayed
39,Male,14,5719,Excellent,High,Low,1,Yes,46,High School,Married,4,Senior,Medium,54,No,No,No,Good,Medium,Stayed
33,Female,10,6741,Fair,High,Average,1,No,57,High School,Single,1,Entry,Medium,45,No,No,No,Excellent,High,Left
58,Male,13,4678,Fair,High,Average,3,Yes,29,Bachelor’s Degree,Single,2,Mid,Large,89,No,No,No,Good,Medium,Stayed
37,Female,17,4645,Excellent,High,High,2,No,29,Master’s Degree,Married,2,Entry,Medium,44,No,No,No,Good,High,Stayed
47,Male,3,11584,Fair,High,Average,1,No,10,High School,Single,5,Mid,Large,69,No,No,No,Poor,High,Stayed
27,Female,17,6035,Fair,High,Low,3,No,96,Master’s Degree,Married,1,Senior,Small,32,No,No,Yes,Good,Low,Stayed
49,Male,34,4692,Poor,High,Average,1,No,26,Bachelor’s Degree,Married,0,Mid,Medium,81,Yes,No,No,Fair,High,Stayed
43,Male,30,5120,Good,Very High,High,0,No,35,Master’s Degree,Divorced,3,Entry,Medium,64,No,No,Yes,Good,Medium,Left
50,Male,8,6835,Good,High,Average,3,No,10,Associate Degree,Single,0,Entry,Small,57,Yes,No,Yes,Fair,Medium,Stayed
23,Male,3,4449,Good,High,Below Average,2,No,46,Bachelor’s Degree,Single,0,Mid,Medium,67,No,No,No,Poor,Medium,Left
53,Female,13,8759,Excellent,High,Average,1,No,3,Master’s Degree,Single,3,Entry,Small,87,No,No,No,Fair,Low,Left
56,Female,41,9256,Excellent,High,Average,0,No,59,Master’s Degree,Married,1,Mid,Medium,74,No,No,No,Poor,Low,Stayed
44,Male,29,12357,Good,Very High,Average,3,No,32,High School,Single,1,Entry,Small,104,No,No,Yes,Excellent,Low,Left
33,Female,23,6136,Good,High,Below Average,2,No,28,High School,Single,3,Entry,Medium,78,No,No,No,Fair,High,Left
32,Female,1,6230,Good,High,Below Average,0,No,66,Bachelor’s Degree,Single,3,Entry,Medium,73,No,No,No,Fair,Low,Left
52,Male,4,8705,Good,Very High,Below Average,3,No,16,Associate Degree,Married,1,Entry,Small,72,No,No,No,Poor,High,Stayed
59,Male,46,5310,Fair,Medium,Average,1,No,56,Bachelor’s Degree,Married,0,Senior,Medium,67,Yes,No,No,Poor,Low,Stayed
23,Male,3,8336,Fair,High,Average,0,No,18,High School,Married,4,Entry,Medium,14,No,No,No,Fair,Medium,Stayed
42,Female,5,4027,Good,Very High,Average,0,No,28,Master’s Degree,Single,6,Entry,Medium,71,No,No,No,Good,Very High,Left
55,Female,44,4914,Good,High,Average,2,No,93,Bachelor’s Degree,Single,0,Mid,Medium,49,No,No,No,Good,Low,Stayed
31,Male,16,5226,Fair,High,Average,0,No,1,PhD,Single,3,Entry,Small,67,No,No,No,Poor,Low,Stayed
19,Female,7,9082,Poor,High,High,0,Yes,20,Associate Degree,Married,0,Entry,Small,14,Yes,No,No,Good,Low,Left
19,Female,7,3733,Good,Medium,Average,0,No,44,Bachelor’s Degree,Married,1,Mid,Large,77,Yes,No,No,Good,Very High,Stayed
56,Female,35,8656,Fair,Low,Average,1,Yes,89,Bachelor’s Degree,Married,1,Mid,Large,42,No,No,No,Good,High,Stayed
50,Female,37,8874,Good,Very High,Average,0,Yes,55,Associate Degree,Single,4,Senior,Large,50,No,No,Yes,Poor,Medium,Left
26,Male,12,8863,Good,Medium,Average,0,No,79,High School,Single,1,Mid,Large,79,No,No,Yes,Good,Very High,Stayed
58,Female,4,3937,Excellent,Very High,Low,0,No,38,Master’s Degree,Married,1,Entry,Large,72,Yes,No,No,Good,Medium,Stayed
54,Male,13,7444,Good,High,Average,2,No,51,Bachelor’s Degree,Married,1,Mid,Medium,88,Yes,No,No,Good,Medium,Stayed
35,Male,8,3671,Good,High,Average,1,No,72,High School,Single,0,Entry,Large,27,No,No,No,Good,Low,Left
25,Female,11,5015,Fair,High,Average,1,Yes,79,Bachelor’s Degree,Married,3,Mid,Medium,61,Yes,No,Yes,Good,Medium,Stayed
26,Male,16,8284,Excellent,High,Average,2,Yes,25,High School,Divorced,3,Senior,Small,58,No,No,Yes,Poor,Medium,Stayed
33,Male,11,10903,Fair,High,Below Average,0,No,40,Associate Degree,Married,4,Mid,Medium,58,Yes,No,No,Excellent,Low,Stayed
37,Female,9,7152,Fair,High,Average,0,Yes,40,High School,Married,1,Mid,Medium,51,No,No,No,Poor,Medium,Left
45,Male,30,3119,Excellent,High,Average,3,No,11,Bachelor’s Degree,Married,1,Mid,Small,65,No,No,Yes,Good,Low,Stayed
22,Male,4,4572,Good,High,Below Average,0,Yes,8,Bachelor’s Degree,Divorced,1,Senior,Large,53,No,No,No,Good,Low,Left
38,Female,24,8995,Fair,Low,Average,0,No,91,High School,Married,2,Mid,Small,34,No,No,No,Poor,Low,Left
47,Female,10,10446,Good,High,High,0,Yes,74,PhD,Married,1,Entry,Large,65,No,No,No,Fair,Low,Stayed
52,Male,3,4436,Fair,Medium,Average,0,Yes,71,Master’s Degree,Married,5,Senior,Medium,70,No,No,No,Good,Low,Stayed
44,Male,34,12063,Good,Very High,Average,1,Yes,41,High School,Married,0,Senior,Medium,56,Yes,No,No,Excellent,Low,Stayed
31,Male,20,4204,Good,High,Average,1,No,7,Bachelor’s Degree,Single,3,Mid,Small,82,No,No,Yes,Good,Medium,Left
28,Male,1,8415,Good,High,Below Average,1,Yes,56,Bachelor’s Degree,Divorced,0,Entry,Medium,24,No,No,No,Good,Low,Left
54,Female,22,8491,Fair,High,Below Average,3,No,21,Associate Degree,Single,1,Mid,Large,49,No,No,No,Poor,High,Left
43,Male,13,6650,Fair,Very High,Average,1,Yes,28,High School,Married,0,Entry,Medium,79,Yes,No,No,Poor,Low,Left
22,Male,1,8827,Fair,High,Average,0,No,91,PhD,Married,3,Entry,Medium,52,No,No,No,Excellent,High,Stayed
37,Female,29,6813,Fair,Medium,Average,0,Yes,23,Associate Degree,Married,1,Entry,Small,31,No,No,No,Poor,Low,Left
51,Male,16,5758,Good,High,Average,0,No,77,High School,Married,4,Mid,Small,81,No,No,No,Good,High,Stayed
31,Male,19,8855,Good,Medium,High,0,No,96,Associate Degree,Single,0,Entry,Medium,60,No,No,No,Good,Medium,Stayed
24,Female,6,5442,Poor,High,Below Average,0,No,76,Bachelor’s Degree,Single,0,Mid,Large,62,No,No,No,Fair,Low,Left
58,Female,26,7788,Fair,High,Average,0,No,75,Master’s Degree,Married,1,Entry,Large,94,No,No,No,Poor,Very High,Left
53,Male,14,6653,Excellent,Medium,High,2,No,52,Bachelor’s Degree,Divorced,4,Senior,Medium,53,No,No,No,Fair,Medium,Stayed
22,Female,13,5936,Excellent,Low,High,0,No,76,Bachelor’s Degree,Married,4,Mid,Medium,26,Yes,No,No,Poor,Medium,Stayed
39,Male,14,11078,Fair,Very High,Average,0,No,81,Associate Degree,Single,1,Entry,Large,32,No,No,No,Fair,High,Left
24,Male,12,8391,Good,Very High,Average,1,No,87,Bachelor’s Degree,Single,0,Mid,Medium,19,Yes,No,No,Good,Very High,Left
44,Female,23,5563,Excellent,High,Average,1,Yes,83,Master’s Degree,Married,0,Mid,Small,81,No,No,No,Good,High,Left
34,Female,17,6738,Fair,High,Average,2,No,55,Master’s Degree,Single,1,Entry,Large,69,No,No,No,Excellent,Low,Left
29,Female,15,8233,Excellent,Very High,Average,2,No,79,Bachelor’s Degree,Single,1,Senior,Medium,40,No,No,No,Good,High,Left
35,Female,11,7690,Fair,Very High,Below Average,0,No,70,High School,Single,0,Entry,Medium,22,No,No,No,Good,Medium,Left
45,Female,15,4604,Fair,High,High,0,No,45,Bachelor’s Degree,Single,0,Mid,Small,17,No,No,No,Fair,Very High,Left
41,Male,32,4468,Good,High,Average,2,No,74,Bachelor’s Degree,Married,2,Mid,Small,66,No,No,No,Good,High,Left
54,Female,12,9270,Fair,High,Average,0,Yes,1,PhD,Single,1,Mid,Medium,23,No,No,No,Fair,High,Stayed
25,Male,11,8170,Fair,High,Below Average,0,No,93,Bachelor’s Degree,Married,3,Mid,Large,18,No,No,No,Excellent,Medium,Stayed
57,Male,20,5952,Good,High,Below Average,2,No,18,PhD,Married,3,Mid,Large,91,No,No,No,Good,Medium,Stayed
51,Male,40,4292,Excellent,High,High,0,No,47,Associate Degree,Single,1,Mid,Medium,41,No,No,Yes,Good,Medium,Left
29,Male,5,8043,Good,Low,Average,0,Yes,96,Master’s Degree,Married,0,Entry,Small,72,No,No,No,Good,High,Left
24,Male,1,5903,Good,High,Below Average,0,No,77,Bachelor’s Degree,Married,2,Mid,Medium,5,No,No,No,Good,Low,Stayed
56,Male,24,10907,Excellent,Low,Average,1,No,56,Bachelor’s Degree,Married,4,Mid,Medium,58,No,No,No,Good,Low,Stayed
22,Male,11,6418,Fair,Low,Average,0,No,34,Master’s Degree,Divorced,1,Entry,Medium,84,Yes,Yes,No,Fair,Medium,Stayed
19,Female,4,7089,Excellent,High,Average,0,No,6,High School,Married,6,Mid,Small,11,No,No,No,Good,High,Stayed
36,Female,3,7407,Good,Very High,Below Average,0,Yes,14,PhD,Married,1,Mid,Medium,55,No,No,No,Good,Very High,Stayed
33,Male,10,5401,Fair,High,Average,0,No,72,Associate Degree,Married,4,Mid,Medium,73,No,No,No,Good,Low,Left
19,Male,4,6155,Fair,Medium,Below Average,0,No,92,PhD,Married,3,Entry,Medium,23,No,No,Yes,Excellent,Low,Stayed
30,Male,18,4465,Excellent,Medium,High,0,No,54,Associate Degree,Divorced,4,Senior,Medium,65,No,No,No,Poor,Medium,Stayed
38,Male,15,8754,Excellent,Medium,High,0,Yes,89,High School,Married,0,Entry,Medium,89,No,No,No,Excellent,High,Left
51,Female,22,7947,Fair,Very High,Average,0,No,84,Master’s Degree,Married,1,Mid,Small,74,Yes,Yes,No,Good,High,Stayed
54,Female,39,11474,Excellent,High,Average,0,Yes,4,PhD,Married,0,Mid,Large,79,No,No,Yes,Poor,High,Stayed
21,Female,8,4438,Good,Medium,Average,0,No,90,Associate Degree,Divorced,3,Mid,Medium,82,No,No,No,Good,Medium,Left
51,Female,38,5934,Good,High,Average,0,No,44,Master’s Degree,Single,2,Senior,Medium,75,No,No,No,Excellent,High,Stayed
54,Female,44,4531,Excellent,Very High,Average,0,Yes,51,Associate Degree,Married,1,Mid,Medium,107,No,No,No,Poor,Low,Stayed
21,Male,5,6214,Poor,Low,Average,3,No,30,Master’s Degree,Married,0,Mid,Medium,36,No,No,No,Poor,Low,Stayed
47,Female,25,4888,Good,Medium,High,2,No,5,Bachelor’s Degree,Divorced,1,Entry,Medium,31,No,No,No,Good,Medium,Left
20,Female,2,5460,Fair,Medium,Below Average,4,No,63,Master’s Degree,Married,1,Mid,Medium,66,No,No,No,Poor,Medium,Stayed
37,Male,28,3719,Good,Medium,Below Average,1,No,14,Bachelor’s Degree,Divorced,0,Mid,Medium,29,Yes,No,No,Fair,Low,Stayed
54,Male,1,6174,Fair,High,High,1,Yes,26,Associate Degree,Divorced,3,Mid,Medium,35,No,No,No,Good,Medium,Left
53,Female,20,8325,Poor,Very High,Average,1,Yes,15,Master’s Degree,Single,3,Entry,Medium,65,No,No,No,Poor,Medium,Left
22,Female,6,12176,Good,High,High,0,No,23,Associate Degree,Single,0,Entry,Medium,36,No,No,No,Excellent,Low,Left
56,Male,20,4413,Good,Medium,Below Average,2,No,22,Bachelor’s Degree,Single,2,Mid,Small,45,No,No,Yes,Fair,Low,Left
23,Male,6,7920,Good,High,Average,1,No,21,Master’s Degree,Single,5,Senior,Medium,55,No,No,No,Excellent,Medium,Stayed
19,Male,2,3949,Good,High,Average,2,No,26,Associate Degree,Single,3,Mid,Small,23,No,No,No,Poor,High,Stayed
34,Male,13,9646,Excellent,High,Average,0,No,80,Bachelor’s Degree,Single,5,Senior,Medium,18,No,No,No,Fair,Medium,Left
33,Male,15,10266,Good,High,Average,2,No,26,Associate Degree,Single,0,Entry,Small,19,No,No,Yes,Good,High,Left
20,Male,1,4782,Fair,Low,High,2,Yes,23,Master’s Degree,Divorced,3,Mid,Small,42,No,No,No,Poor,Low,Left
49,Male,16,9752,Poor,High,Average,1,No,55,Master’s Degree,Single,4,Senior,Large,87,No,No,No,Good,Medium,Stayed
44,Male,12,9326,Good,Medium,Average,0,No,87,Associate Degree,Married,4,Entry,Medium,45,Yes,No,Yes,Poor,Medium,Stayed
34,Male,17,11124,Poor,High,High,0,No,32,Master’s Degree,Single,0,Senior,Small,65,No,No,No,Good,Low,Stayed
27,Female,17,3611,Excellent,High,Low,0,No,84,Bachelor’s Degree,Married,1,Mid,Medium,26,No,No,No,Good,Low,Left
34,Female,3,7277,Excellent,Very High,Below Average,1,No,41,Master’s Degree,Married,1,Senior,Small,20,No,No,No,Fair,Medium,Stayed
48,Female,3,8248,Fair,Medium,Average,0,No,63,Bachelor’s Degree,Married,3,Entry,Large,28,No,No,No,Good,Medium,Stayed
34,Female,22,7543,Poor,Medium,Average,1,No,5,Master’s Degree,Married,3,Senior,Medium,74,No,No,No,Excellent,Medium,Left
22,Male,8,5703,Good,Low,Low,2,No,2,Master’s Degree,Single,3,Entry,Medium,65,No,No,No,Fair,Very High,Left
45,Female,25,9785,Good,High,Average,1,Yes,91,Master’s Degree,Married,4,Mid,Small,43,No,No,No,Poor,High,Left
44,Female,2,6023,Good,Medium,Average,0,No,27,High School,Single,2,Mid,Medium,56,No,No,No,Good,Low,Stayed
33,Male,12,9416,Good,Very High,Average,1,No,75,High School,Single,0,Entry,Small,69,No,No,No,Good,Medium,Left
25,Female,6,10072,Excellent,High,Average,1,No,86,High School,Married,2,Entry,Medium,84,No,No,No,Good,High,Left
35,Male,13,4529,Excellent,High,Low,0,Yes,90,Associate Degree,Married,2,Mid,Large,73,No,No,No,Good,Low,Stayed
50,Male,42,5342,Fair,High,Low,1,No,12,Associate Degree,Married,2,Entry,Medium,82,No,No,Yes,Poor,Medium,Left
18,Female,1,8708,Good,Low,Average,3,Yes,68,Bachelor’s Degree,Divorced,6,Mid,Medium,27,No,No,No,Good,Low,Left
51,Male,8,5335,Good,High,Average,1,No,42,Associate Degree,Married,3,Entry,Small,69,No,No,No,Good,Low,Left
48,Female,39,11522,Fair,Medium,Average,0,No,95,Bachelor’s Degree,Married,0,Mid,Small,74,No,No,No,Fair,Medium,Left
31,Male,1,3849,Fair,Medium,Average,1,No,41,Bachelor’s Degree,Single,1,Mid,Medium,57,No,Yes,No,Good,Low,Left
52,Female,2,4905,Excellent,Medium,High,0,No,22,Bachelor’s Degree,Married,1,Mid,Small,22,No,Yes,No,Poor,Low,Stayed
48,Male,5,12826,Poor,Medium,High,0,Yes,72,Bachelor’s Degree,Married,2,Entry,Medium,76,No,No,No,Excellent,Low,Left
30,Female,5,6144,Good,Very High,Below Average,0,No,39,Bachelor’s Degree,Divorced,0,Entry,Small,69,No,No,Yes,Fair,Low,Left
51,Male,21,7278,Good,Very High,Average,0,No,70,Master’s Degree,Single,0,Entry,Medium,43,No,No,No,Poor,High,Left
23,Male,11,8683,Poor,Medium,Below Average,3,Yes,20,High School,Divorced,5,Senior,Medium,30,No,No,No,Poor,Low,Stayed
20,Female,12,7455,Good,Medium,High,1,No,22,Associate Degree,Married,3,Entry,Medium,18,No,No,No,Good,Medium,Left
44,Female,9,8028,Good,High,Below Average,3,Yes,70,Associate Degree,Single,2,Entry,Large,65,Yes,No,No,Fair,Medium,Left
25,Male,14,8235,Fair,Low,Average,4,No,78,Master’s Degree,Married,1,Entry,Medium,71,No,No,Yes,Fair,Low,Left
33,Male,3,5856,Good,Medium,Average,0,No,64,Master’s Degree,Single,4,Entry,Medium,59,No,No,Yes,Good,Low,Stayed
46,Female,26,8194,Fair,Very High,Average,0,No,10,Associate Degree,Married,0,Entry,Large,35,No,No,No,Poor,Medium,Left
27,Male,4,8617,Fair,Medium,Below Average,1,No,37,Master’s Degree,Single,5,Entry,Medium,73,No,No,No,Good,Low,Left
29,Male,19,8917,Fair,Low,Average,3,No,19,Bachelor’s Degree,Married,5,Entry,Medium,41,No,No,No,Good,Medium,Stayed
46,Female,33,5083,Poor,Low,Average,0,No,66,Bachelor’s Degree,Single,1,Entry,Small,66,No,No,No,Poor,High,Left
27,Male,9,9284,Poor,High,Average,0,Yes,19,Bachelor’s Degree,Divorced,1,Mid,Medium,68,No,No,No,Poor,Low,Left
35,Male,1,4179,Poor,High,High,1,No,55,Bachelor’s Degree,Married,0,Entry,Large,41,No,No,No,Fair,Medium,Left
46,Male,21,3388,Excellent,Very High,Average,0,No,41,Bachelor’s Degree,Married,3,Mid,Medium,77,No,No,No,Good,High,Stayed
19,Male,9,10846,Excellent,Low,Below Average,0,No,73,Associate Degree,Single,1,Entry,Medium,63,No,No,No,Excellent,Very High,Left
39,Male,29,9882,Fair,High,Below Average,1,No,22,Bachelor’s Degree,Married,0,Entry,Medium,84,No,No,No,Poor,Medium,Left
40,Female,16,11647,Good,Very High,Average,2,Yes,72,Bachelor’s Degree,Married,5,Mid,Medium,76,No,No,Yes,Good,Medium,Stayed
41,Female,3,6569,Fair,Very High,Average,0,No,11,Bachelor’s Degree,Married,0,Senior,Small,17,No,No,No,Good,Low,Stayed
